Time,C.MeteoST_bme280,C.Gas_boiler_supply,C.Kitchen_temp,C.MeteoST_ds18b20
2019-01-15T14:30:00+02:00,-0.3,38.5,19.7,-0.8
2019-01-15T14:35:00+02:00,-0.4,38.8,19.7,-0.8
2019-01-15T14:40:00+02:00,-0.5,34.1,19.7,-0.7
2019-01-15T14:45:00+02:00,-0.5,38.5,19.6,-0.7
2019-01-15T14:50:00+02:00,-0.5,38.6,19.6,-1.6
2019-01-15T14:55:00+02:00,-0.5,35.9,19.6,-1.3
2019-01-15T15:00:00+02:00,-0.6,39.1,19.7,-1
2019-01-15T15:05:00+02:00,-0.6,38.4,19.7,-0.9
2019-01-15T15:10:00+02:00,-0.7,37.9,19,-0.9
2019-01-15T15:15:00+02:00,-0.7,38.2,18.1,-0.9
2019-01-15T15:20:00+02:00,-0.7,38,18.6,-0.9
2019-01-15T15:25:00+02:00,-0.7,37.4,18.7,-1
2019-01-15T15:30:00+02:00,-0.7,38.9,18.7,-0.9
2019-01-15T15:35:00+02:00,-0.7,34.6,18.8,-1
2019-01-15T15:40:00+02:00,-0.7,37.6,18.7,-1
2019-01-15T15:45:00+02:00,-0.8,39.2,18.7,-1
2019-01-15T15:50:00+02:00,-0.8,35.2,18.7,-1.1
2019-01-15T15:55:00+02:00,-1,38.2,18.6,-1.4
2019-01-15T16:00:00+02:00,-1.2,34.6,18.6,-2.1
2019-01-15T16:05:00+02:00,-1.3,37.9,18.5,-1.8
2019-01-15T16:10:00+02:00,-1.4,38.9,18.5,-1.9
2019-01-15T16:15:00+02:00,-1.5,33.7,18.5,-2.1
2019-01-15T16:20:00+02:00,-1.6,38.2,18.5,-2.1
2019-01-15T16:25:00+02:00,-1.7,38.6,18.5,-2.1
2019-01-15T16:30:00+02:00,-1.9,38.8,18.4,-2.9
2019-01-15T16:35:00+02:00,-2,35.4,18.4,-2.4
2019-01-15T16:40:00+02:00,-2.1,36.9,18.4,-2.4
2019-01-15T16:45:00+02:00,-2.2,38.2,18.4,-2.7
2019-01-15T16:50:00+02:00,-2.2,38.9,18.3,-3.2
2019-01-15T16:55:00+02:00,-2.3,34.6,18.4,-2.8
2019-01-15T17:00:00+02:00,-2.3,37.9,18.4,-2.7
2019-01-15T17:05:00+02:00,-2.3,38.9,18.3,-2.7
2019-01-15T17:10:00+02:00,-2.4,32.9,18.3,-3.4
2019-01-15T17:15:00+02:00,-2.5,38.3,18.3,-3.6
2019-01-15T17:20:00+02:00,-2.5,37.7,18.4,-2.9
2019-01-15T17:25:00+02:00,-2.5,38.6,18.7,-2.9
2019-01-15T17:30:00+02:00,-2.5,38.7,18.8,-3.1
2019-01-15T17:35:00+02:00,-2.6,38.9,18.8,-3.6
2019-01-15T17:40:00+02:00,-2.6,38.3,18.8,-3
2019-01-15T17:45:00+02:00,-2.7,38.9,18.7,-3.2
2019-01-15T17:50:00+02:00,-2.9,38.9,18.8,-3.4
2019-01-15T17:55:00+02:00,-3,35.7,18.8,-3.6
2019-01-15T18:00:00+02:00,-3,38.6,18.7,-3.5
2019-01-15T18:05:00+02:00,-3.1,37.1,18.7,-3.6
2019-01-15T18:10:00+02:00,-3.2,36.1,18.8,-3.6
2019-01-15T18:15:00+02:00,-3.2,37.8,18.9,-4.2
2019-01-15T18:20:00+02:00,-3.4,39.1,19,-3.8
2019-01-15T18:25:00+02:00,-3.4,38.7,19.1,-3.9
2019-01-15T18:30:00+02:00,-3.5,39.4,19.1,-3.9
2019-01-15T18:35:00+02:00,-3.4,36.4,19.1,-3.9
2019-01-15T18:40:00+02:00,-3.4,39.1,19.3,-3.8
2019-01-15T18:45:00+02:00,-3.5,35.6,19.3,-3.9
2019-01-15T18:50:00+02:00,-3.6,38.3,19.3,-4.1
2019-01-15T18:55:00+02:00,-3.8,39.4,19.3,-4.2
2019-01-15T19:00:00+02:00,-3.9,35.7,19.3,-4.4
2019-01-15T19:05:00+02:00,-4,38.4,19.4,-4.4
2019-01-15T19:10:00+02:00,-4.2,38.4,19.4,-4.6
2019-01-15T19:15:00+02:00,-4.3,49.2,19.4,-4.8
2019-01-15T19:20:00+02:00,-4.3,38.1,19.4,-4.7
2019-01-15T19:25:00+02:00,-4.4,35.9,19.3,-5.4
2019-01-15T19:30:00+02:00,-4.4,35.9,19.2,-4.7
2019-01-15T19:35:00+02:00,-4.5,37.6,19.2,-4.9
2019-01-15T19:40:00+02:00,-4.6,36.6,19.2,-5.1
2019-01-15T19:45:00+02:00,-4.6,37.6,19.2,-4.9
2019-01-15T19:50:00+02:00,-4.6,38.9,19.3,-5.1
2019-01-15T19:55:00+02:00,-4.6,39.4,19.3,-5
2019-01-15T20:00:00+02:00,-4.7,34.5,19.4,-5.2
2019-01-15T20:05:00+02:00,-4.8,39,19.4,-5.4
2019-01-15T20:10:00+02:00,-4.9,38.3,19.4,-5.2
2019-01-15T20:15:00+02:00,-4.9,37.9,19.4,-5.2
2019-01-15T20:20:00+02:00,-4.8,39.4,19.4,-5.1
2019-01-15T20:25:00+02:00,-4.7,46.1,19.6,-5.1
2019-01-15T20:30:00+02:00,-4.7,49.3,19.6,-4.9
2019-01-15T20:35:00+02:00,-4.7,37.9,19.6,-5.1
2019-01-15T20:40:00+02:00,-4.6,37.1,19.5,-5.6
2019-01-15T20:45:00+02:00,-4.4,38.2,19.5,-4.6
2019-01-15T20:50:00+02:00,-4.3,39.1,19.5,-4.6
2019-01-15T20:55:00+02:00,-4.2,39.1,19.5,-4.6
2019-01-15T21:00:00+02:00,-4.3,37,19.6,-4.7
2019-01-15T21:05:00+02:00,-4.3,38.7,19.5,-4.6
2019-01-15T21:10:00+02:00,-4.3,33.7,19.6,-4.6
2019-01-15T21:15:00+02:00,-4.2,38.2,19.5,-4.7
2019-01-15T21:20:00+02:00,-4.3,39.5,19.5,-5.4
2019-01-15T21:25:00+02:00,-4.4,34.7,19.5,-5.4
2019-01-15T21:30:00+02:00,-4.4,39.2,19.5,-4.9
2019-01-15T21:35:00+02:00,-4.6,35.7,19.5,-5.1
2019-01-15T21:40:00+02:00,-4.7,37.7,19.5,-5.1
2019-01-15T21:45:00+02:00,-4.7,38.9,19.5,-5.1
2019-01-15T21:50:00+02:00,-4.7,36.6,19.5,-5.1
2019-01-15T21:55:00+02:00,-4.8,39.4,19.5,-5.2
2019-01-15T22:00:00+02:00,-4.9,34.1,19.5,-5.4
2019-01-15T22:05:00+02:00,-5.1,38.6,19.5,-5.6
2019-01-15T22:10:00+02:00,-5.2,39.6,19.5,-5.8
2019-01-15T22:15:00+02:00,-5.4,37.1,19.4,-5.9
2019-01-15T22:20:00+02:00,-5.4,38.6,19.5,-5.9
2019-01-15T22:25:00+02:00,-5.6,34.9,19.5,-6.7
2019-01-15T22:30:00+02:00,-5.6,38.6,19.4,-6.6
2019-01-15T22:35:00+02:00,-5.6,39.6,19.5,-6.6
2019-01-15T22:40:00+02:00,-5.6,36.1,19.4,-6
2019-01-15T22:45:00+02:00,-5.5,39.2,19.4,-6
2019-01-15T22:50:00+02:00,-5.6,34.3,19.4,-6.6
2019-01-15T22:55:00+02:00,-5.6,38.1,19.4,-6.6
2019-01-15T23:00:00+02:00,-5.6,39.6,19.5,-6.6
2019-01-15T23:05:00+02:00,-5.6,37.2,19.4,-6.1
2019-01-15T23:10:00+02:00,-5.6,39.2,19.4,-6
2019-01-15T23:15:00+02:00,-5.6,33.2,19.4,-6
2019-01-15T23:20:00+02:00,-5.5,38.7,19.4,-5.9
2019-01-15T23:25:00+02:00,-5.5,39.4,19.4,-6.6
2019-01-15T23:30:00+02:00,-5.5,37.2,19.1,-5.9
2019-01-15T23:35:00+02:00,-5.5,38.9,18.8,-5.9
2019-01-15T23:40:00+02:00,-5.5,38.9,18.7,-5.9
2019-01-15T23:45:00+02:00,-5.5,36.4,18.6,-6.5
2019-01-15T23:50:00+02:00,-5.4,38.4,18.5,-5.7
2019-01-15T23:55:00+02:00,-5.3,38.9,18.5,-5.6
2019-01-16T00:00:00+02:00,-5.3,36.4,18.5,-5.6
2019-01-16T00:05:00+02:00,-5.3,38.8,18.4,-5.8
2019-01-16T00:10:00+02:00,-5.4,39.4,18.4,-6.4
2019-01-16T00:15:00+02:00,-5.4,35.3,18.4,-5.8
2019-01-16T00:20:00+02:00,-5.4,38.7,18.4,-5.7
2019-01-16T00:25:00+02:00,-5.3,39.4,18.4,-5.6
2019-01-16T00:30:00+02:00,-5.1,35.6,18.4,-5.4
2019-01-16T00:35:00+02:00,-5,38.6,18.4,-5.2
2019-01-16T00:40:00+02:00,-4.9,38.6,18.3,-5.9
2019-01-16T00:45:00+02:00,-4.9,32.7,18.4,-5.9
2019-01-16T00:50:00+02:00,-5,38.6,18.4,-5.4
2019-01-16T00:55:00+02:00,-5.1,39.2,18.3,-5.6
2019-01-16T01:00:00+02:00,-5.2,35.2,18.3,-5.6
2019-01-16T01:05:00+02:00,-5.2,38.1,18.3,-6.2
2019-01-16T01:10:00+02:00,-5.3,38.6,18.2,-5.7
2019-01-16T01:15:00+02:00,-5.3,36.5,18.2,-5.9
2019-01-16T01:20:00+02:00,-5.3,37.1,18.2,-5.8
2019-01-16T01:25:00+02:00,-5.2,38.2,18.2,-5.7
2019-01-16T01:30:00+02:00,-5.2,39.3,18.2,-5.6
2019-01-16T01:35:00+02:00,-5.1,35.5,18.2,-5.9
2019-01-16T01:40:00+02:00,-5.1,38.7,18.2,-5.4
2019-01-16T01:45:00+02:00,-5.2,39.3,18.2,-5.5
2019-01-16T01:50:00+02:00,-5.2,33.9,18.2,-5.5
2019-01-16T01:55:00+02:00,-5.1,37.5,18.2,-5.3
2019-01-16T02:00:00+02:00,-5,39.1,18.2,-5.3
2019-01-16T02:05:00+02:00,-5,35.6,18.2,-5.3
2019-01-16T02:10:00+02:00,-5,37.8,18.1,-5.4
2019-01-16T02:15:00+02:00,-5.1,38.7,18.1,-5.4
2019-01-16T02:20:00+02:00,-5.1,36.2,18.1,-5.4
2019-01-16T02:25:00+02:00,-5,37,18.1,-5.3
2019-01-16T02:30:00+02:00,-5,38.7,18,-5.2
2019-01-16T02:35:00+02:00,-5,39.3,18.1,-5.3
2019-01-16T02:40:00+02:00,-5.1,35.1,18,-5.4
2019-01-16T02:45:00+02:00,-5.1,37.8,18,-5.4
2019-01-16T02:50:00+02:00,-5.2,39.1,18,-6.1
2019-01-16T02:55:00+02:00,-5.2,35.7,18.1,-5.5
2019-01-16T03:00:00+02:00,-5.2,37.2,18,-5.6
2019-01-16T03:05:00+02:00,-5.2,38.8,18,-6.1
2019-01-16T03:10:00+02:00,-5.2,36.6,18,-5.5
2019-01-16T03:15:00+02:00,-5.2,36.7,18,-6.1
2019-01-16T03:20:00+02:00,-5.2,38.6,18,-5.5
2019-01-16T03:25:00+02:00,-5.2,38.6,18,-5.6
2019-01-16T03:30:00+02:00,-5.3,33.4,18,-6.4
2019-01-16T03:35:00+02:00,-5.3,38.3,17.9,-6.1
2019-01-16T03:40:00+02:00,-5.4,38.9,17.9,-5.6
2019-01-16T03:45:00+02:00,-5.5,36.6,18,-6.6
2019-01-16T03:50:00+02:00,-5.6,37.4,17.9,-5.9
2019-01-16T03:55:00+02:00,-5.6,38.7,17.9,-5.9
2019-01-16T04:00:00+02:00,-5.5,39.1,17.9,-5.7
2019-01-16T04:05:00+02:00,-5.5,32.6,17.9,-6.4
2019-01-16T04:10:00+02:00,-5.5,38.3,17.9,-5.8
2019-01-16T04:15:00+02:00,-5.5,38.3,17.9,-6
2019-01-16T04:20:00+02:00,-5.5,38.5,17.9,-6
2019-01-16T04:25:00+02:00,-5.6,36.7,17.9,-6.7
2019-01-16T04:30:00+02:00,-5.6,38.1,17.9,-6.1
2019-01-16T04:35:00+02:00,-5.7,39.1,17.9,-6.7
2019-01-16T04:40:00+02:00,-5.8,33,17.9,-6.2
2019-01-16T04:45:00+02:00,-5.8,38.4,17.8,-6.8
2019-01-16T04:50:00+02:00,-5.9,38.2,17.8,-6.6
2019-01-16T04:55:00+02:00,-6,36,17.9,-6.3
2019-01-16T05:00:00+02:00,-6,36.9,17.8,-6.2
2019-01-16T05:05:00+02:00,-6,38.6,17.8,-6.4
2019-01-16T05:10:00+02:00,-6,39.1,17.8,-6.7
2019-01-16T05:15:00+02:00,-6,33.1,17.8,-6.3
2019-01-16T05:20:00+02:00,-6,37.6,17.8,-6.2
2019-01-16T05:25:00+02:00,-6,38.7,17.8,-6.9
2019-01-16T05:30:00+02:00,-6,39.1,17.8,-6.2
2019-01-16T05:35:00+02:00,-5.9,36.4,17.8,-7
2019-01-16T05:40:00+02:00,-5.9,38.5,17.7,-6.6
2019-01-16T05:45:00+02:00,-6,39,17.8,-6.6
2019-01-16T05:50:00+02:00,-6,36.9,17.8,-6.6
2019-01-16T05:55:00+02:00,-5.9,37.3,17.8,-6.2
2019-01-16T06:00:00+02:00,-5.9,38.7,17.8,-6.8
2019-01-16T06:05:00+02:00,-5.9,38.9,17.7,-6.6
2019-01-16T06:10:00+02:00,-5.9,34.2,17.7,-7.2
2019-01-16T06:15:00+02:00,-6,38.1,17.7,-6.6
2019-01-16T06:20:00+02:00,-6,38.2,17.7,-6.6
2019-01-16T06:25:00+02:00,-6,38.3,17.7,-6.9
2019-01-16T06:30:00+02:00,-6,36.9,17.7,-6.9
2019-01-16T06:35:00+02:00,-6,38.5,17.7,-6.6
2019-01-16T06:40:00+02:00,-6.1,39.1,17.7,-6.6
2019-01-16T06:45:00+02:00,-6.1,34.6,17.7,-6.6
2019-01-16T06:50:00+02:00,-6.1,37.9,17.7,-6.6
2019-01-16T06:55:00+02:00,-6.1,38.7,17.8,-6.4
2019-01-16T07:00:00+02:00,-6,36.7,18.3,-6.2
2019-01-16T07:05:00+02:00,-5.9,38.2,18.4,-6.3
2019-01-16T07:10:00+02:00,-5.9,39.1,18.3,-6.2
2019-01-16T07:15:00+02:00,-5.9,38.6,18.4,-6.7
2019-01-16T07:20:00+02:00,-5.8,38.4,18.6,-6.6
2019-01-16T07:25:00+02:00,-5.8,38.7,18.5,-6.7
2019-01-16T07:30:00+02:00,-5.7,39.3,18.4,-6.1
2019-01-16T07:35:00+02:00,-5.7,34.3,18.4,-6.7
2019-01-16T07:40:00+02:00,-5.8,38.6,18.4,-6.1
2019-01-16T07:45:00+02:00,-5.8,39.2,18.5,-6.1
2019-01-16T07:50:00+02:00,-5.8,35.4,18.5,-6.1
2019-01-16T07:55:00+02:00,-5.8,38.8,18.5,-6
2019-01-16T08:00:00+02:00,-5.7,36.9,18.5,-6
2019-01-16T08:05:00+02:00,-5.7,37.4,18.5,-6.5
2019-01-16T08:10:00+02:00,-5.6,38.3,18.6,-5.7
2019-01-16T08:15:00+02:00,-5.4,39.4,18.6,-6.1
2019-01-16T08:20:00+02:00,-5.2,37,18.6,-5.1
2019-01-16T08:25:00+02:00,-5.1,39,18.6,-5.6
2019-01-16T08:30:00+02:00,-4.9,33.6,18.6,-5.4
2019-01-16T08:35:00+02:00,-4.7,38.1,18.4,-4.5
2019-01-16T08:40:00+02:00,-4.4,38.9,18.5,-4.2
2019-01-16T08:45:00+02:00,-4.2,33.5,18.5,-4.7
2019-01-16T08:50:00+02:00,-4,38.4,18.5,-3.7
2019-01-16T08:55:00+02:00,-3.7,38.5,18.6,-4.2
2019-01-16T09:00:00+02:00,-3.6,33.6,18.6,-3.6
2019-01-16T09:05:00+02:00,-3.5,38.6,18.6,-3.9
2019-01-16T09:10:00+02:00,-3.3,38.7,18.6,-3.2
2019-01-16T09:15:00+02:00,-3.2,37.2,18.6,-3.1
2019-01-16T09:20:00+02:00,-3,38.4,18.6,-2.9
2019-01-16T09:25:00+02:00,-2.9,34.7,18.6,-2.7
2019-01-16T09:30:00+02:00,-2.7,37.7,18.7,-2.4
2019-01-16T09:35:00+02:00,-2.4,39.2,18.7,-2.3
2019-01-16T09:40:00+02:00,-2.5,33.5,18.7,-2.6
2019-01-16T09:45:00+02:00,-2.6,38.2,18.8,-3.3
2019-01-16T09:50:00+02:00,-2.6,37.9,18.8,-2.7
2019-01-16T09:55:00+02:00,-2.7,38.4,18.8,-2.7
2019-01-16T10:00:00+02:00,-2.6,39.1,18.9,-2.7
2019-01-16T10:05:00+02:00,-2.6,36.7,18.9,-3.2
2019-01-16T10:10:00+02:00,-2.5,38.7,18.9,-2.6
2019-01-16T10:15:00+02:00,-2.4,39.4,18.9,-2.4
2019-01-16T10:20:00+02:00,-2.4,39.5,18.9,-2.5
2019-01-16T10:25:00+02:00,-2.4,40.2,18.9,-2.5
2019-01-16T10:30:00+02:00,-2.4,40,19,-2.5
2019-01-16T10:35:00+02:00,-2.3,39.4,19.1,-2.1
2019-01-16T10:40:00+02:00,-2.1,40.1,19.2,-2.1
2019-01-16T10:45:00+02:00,-2.1,39.1,19.2,-2.1
2019-01-16T10:50:00+02:00,-2.1,39.7,19.3,-2.7
2019-01-16T10:55:00+02:00,-2,38,19.2,-2.1
2019-01-16T11:00:00+02:00,-2.1,39,19.2,-2.3
2019-01-16T11:05:00+02:00,-2.3,38.3,19.3,-3.2
2019-01-16T11:10:00+02:00,-2.6,36.7,19.1,-2.9
2019-01-16T11:15:00+02:00,-2.7,40.4,19.1,-2.9
2019-01-16T11:20:00+02:00,-2.7,39.2,19.1,-2.9
2019-01-16T11:25:00+02:00,-2.8,39,18.9,-3.6
2019-01-16T11:30:00+02:00,-2.8,34.1,18.9,-2.9
2019-01-16T11:35:00+02:00,-2.8,37.9,18.9,-2.9
2019-01-16T11:40:00+02:00,-2.8,36.5,18.7,-3.1
2019-01-16T11:45:00+02:00,-2.9,34.9,18.7,-3.1
2019-01-16T11:50:00+02:00,-2.8,38.1,18.8,-2.9
2019-01-16T11:55:00+02:00,-2.7,38.6,18.9,-2.7
2019-01-16T12:00:00+02:00,-2.7,39.4,19,-3.3
2019-01-16T12:05:00+02:00,-2.6,35.9,19.1,-3.2
2019-01-16T12:10:00+02:00,-2.5,40.6,19.1,-2.7
2019-01-16T12:15:00+02:00,-2.4,38.9,19.3,-2.4
2019-01-16T12:20:00+02:00,-2.2,38.8,19.4,-2.9
2019-01-16T12:25:00+02:00,-2.1,39.2,19.4,-2.8
2019-01-16T12:30:00+02:00,-2,40.3,19.5,-2.2
2019-01-16T12:35:00+02:00,-2,40.2,19.5,-2
2019-01-16T12:40:00+02:00,-1.8,39.2,19.6,-1.6
2019-01-16T12:45:00+02:00,-1.4,38.3,19.6,-1.9
2019-01-16T12:50:00+02:00,-1.1,38.9,19.5,-1.1
2019-01-16T12:55:00+02:00,-0.9,39.6,19.5,-0.9
2019-01-16T13:00:00+02:00,-0.8,39.4,19.5,-0.9
2019-01-16T13:05:00+02:00,-0.9,40.3,19.6,-1.1
2019-01-16T13:10:00+02:00,-0.8,40.8,19.6,-1.5
2019-01-16T13:15:00+02:00,-0.6,41,19.6,-0.7
2019-01-16T13:20:00+02:00,-0.4,41.3,19.7,-0.2
2019-01-16T13:25:00+02:00,0.1,41.4,19.8,0.1
2019-01-16T13:30:00+02:00,0.1,37.4,19.8,-0.7
2019-01-16T13:35:00+02:00,0.1,40.6,19.7,-0.2
2019-01-16T13:40:00+02:00,0,40.4,19.6,-0.2
2019-01-16T13:45:00+02:00,0,39.9,19.5,-0.3
2019-01-16T13:50:00+02:00,0,40.9,19,0.1
2019-01-16T13:55:00+02:00,0.1,40.6,19.2,0
2019-01-16T14:00:00+02:00,0,40.5,19.3,-0.3
2019-01-16T14:05:00+02:00,0.1,41.2,19.4,-0.3
2019-01-16T14:10:00+02:00,0.1,40.8,19.5,-0.7
2019-01-16T14:15:00+02:00,0,36.2,19.5,-0.3
2019-01-16T14:20:00+02:00,0.1,40,19.5,-0.7
2019-01-16T14:25:00+02:00,0.2,40.7,19.1,0.1
2019-01-16T14:30:00+02:00,0.3,39.2,19.4,-0.3
2019-01-16T14:35:00+02:00,0.3,40.3,19.4,0.1
2019-01-16T14:40:00+02:00,0.3,39.8,19.5,0.2
2019-01-16T14:45:00+02:00,0.3,40.4,19.6,0.2
2019-01-16T14:50:00+02:00,0.3,38.9,19.6,0.1
2019-01-16T14:55:00+02:00,0.2,39.1,19.5,-0.6
2019-01-16T15:00:00+02:00,0.5,39.2,19.3,0
2019-01-16T15:05:00+02:00,0.8,40.2,19.3,0.8
2019-01-16T15:10:00+02:00,1,40.7,19.3,0.9
2019-01-16T15:15:00+02:00,1.1,41,19.2,0.9
2019-01-16T15:20:00+02:00,1.2,40.6,19.2,1
2019-01-16T15:25:00+02:00,1.4,41.4,19.2,0.6
2019-01-16T15:30:00+02:00,1.6,35.3,19.2,1.5
2019-01-16T15:35:00+02:00,1.6,40.1,19.2,1.5
2019-01-16T15:40:00+02:00,1.6,40.8,19.2,0.6
2019-01-16T15:45:00+02:00,1.7,40.8,19.2,0.9
2019-01-16T15:50:00+02:00,1.8,41,19.4,1
2019-01-16T15:55:00+02:00,1.9,41.4,19.2,1.8
2019-01-16T16:00:00+02:00,1.9,40,19.2,1.7
2019-01-16T16:05:00+02:00,1.9,40.9,19,1.7
2019-01-16T16:10:00+02:00,2,38.4,18.9,1.8
2019-01-16T16:15:00+02:00,1.9,38.7,19.1,1.8
2019-01-16T16:20:00+02:00,1.9,40.4,18.9,1.6
2019-01-16T16:25:00+02:00,1.8,40.6,18.9,0.9
2019-01-16T16:30:00+02:00,1.6,40,18.9,1.3
2019-01-16T16:35:00+02:00,1.4,39.3,19,0.5
2019-01-16T16:40:00+02:00,1.3,39.5,19.1,0.6
2019-01-16T16:45:00+02:00,1.4,37.8,19.2,0.7
2019-01-16T16:50:00+02:00,1.4,37.8,19.1,1.1
2019-01-16T16:55:00+02:00,1.3,37.1,18.9,0.9
2019-01-16T17:00:00+02:00,1,38.3,18.9,0.6
2019-01-16T17:05:00+02:00,0.6,38.6,19.1,0.1
2019-01-16T17:10:00+02:00,0.2,39.2,19.2,-0.1
2019-01-16T17:15:00+02:00,-0.1,39.7,19.2,-0.4
2019-01-16T17:20:00+02:00,-0.3,40.1,19.2,-1.2
2019-01-16T17:25:00+02:00,-0.5,40.1,19.2,-0.8
2019-01-16T17:30:00+02:00,-0.7,39.4,19.2,-1.6
2019-01-16T17:35:00+02:00,-0.8,40.8,19.2,-1.8
2019-01-16T17:40:00+02:00,-1,39.6,19.2,-1.4
2019-01-16T17:45:00+02:00,-1.2,39.6,19.2,-2.2
2019-01-16T17:50:00+02:00,-1.4,40,19.3,-1.6
2019-01-16T17:55:00+02:00,-1.4,40.4,19.3,-1.7
2019-01-16T18:00:00+02:00,-1.5,40.4,19.4,-1.8
2019-01-16T18:05:00+02:00,-1.5,39.3,19.4,-2.3
2019-01-16T18:10:00+02:00,-1.5,39.6,19.4,-1.8
2019-01-16T18:15:00+02:00,-1.5,39.9,19.5,-1.8
2019-01-16T18:20:00+02:00,-1.5,38.7,19.4,-2.3
2019-01-16T18:25:00+02:00,-1.5,39.3,19.4,-2.2
2019-01-16T18:30:00+02:00,-1.5,40.5,19.5,-2.4
2019-01-16T18:35:00+02:00,-1.5,40.8,19.5,-1.8
2019-01-16T18:40:00+02:00,-1.5,40.6,19.4,-1.8
2019-01-16T18:45:00+02:00,-1.5,40.7,19.4,-1.8
2019-01-16T18:50:00+02:00,-1.6,41,19.4,-1.9
2019-01-16T18:55:00+02:00,-1.6,40.7,19.4,-2.4
2019-01-16T19:00:00+02:00,-1.6,39.1,19.5,-1.9
2019-01-16T19:05:00+02:00,-1.7,39,19.4,-2.7
2019-01-16T19:10:00+02:00,-1.7,40.1,19.4,-2.1
2019-01-16T19:15:00+02:00,-1.8,41.1,19.4,-2.1
2019-01-16T19:20:00+02:00,-1.8,41.3,19.4,-2.1
2019-01-16T19:25:00+02:00,-1.9,36.4,19.4,-2.1
2019-01-16T19:30:00+02:00,-1.9,40.1,19.4,-2.6
2019-01-16T19:35:00+02:00,-1.8,41.7,19.4,-1.9
2019-01-16T19:40:00+02:00,-1.8,49.1,19.5,-2
2019-01-16T19:45:00+02:00,-1.7,50,19.5,-1.9
2019-01-16T19:50:00+02:00,-1.7,48.4,19.2,-1.9
2019-01-16T19:55:00+02:00,-1.7,38.2,19.2,-2.6
2019-01-16T20:00:00+02:00,-1.7,38.3,19.2,-1.9
2019-01-16T20:05:00+02:00,-1.7,37.9,19.2,-2.4
2019-01-16T20:10:00+02:00,-1.7,39.9,19.1,-2.6
2019-01-16T20:15:00+02:00,-1.8,38.4,19.1,-2.1
2019-01-16T20:20:00+02:00,-1.8,38.4,19.2,-2.1
2019-01-16T20:25:00+02:00,-1.9,38.6,19.2,-2.7
2019-01-16T20:30:00+02:00,-1.9,39.1,19.2,-2.7
2019-01-16T20:35:00+02:00,-1.9,37.6,19.3,-2.2
2019-01-16T20:40:00+02:00,-2,38.6,19.4,-2.2
2019-01-16T20:45:00+02:00,-2,39.2,19.4,-2.2
2019-01-16T20:50:00+02:00,-1.9,44.5,19.4,-2.7
2019-01-16T20:55:00+02:00,-1.9,49.7,19.5,-2.1
2019-01-16T21:00:00+02:00,-1.9,38.8,19.5,-2.2
2019-01-16T21:05:00+02:00,-1.9,38.4,19.5,-2
2019-01-16T21:10:00+02:00,-2,39.2,19.5,-2.1
2019-01-16T21:15:00+02:00,-2,39.1,19.5,-2.8
2019-01-16T21:20:00+02:00,-2,40.2,19.5,-2.3
2019-01-16T21:25:00+02:00,-2,40.6,19.6,-2.2
2019-01-16T21:30:00+02:00,-2,40.8,19.6,-2.2
2019-01-16T21:35:00+02:00,-2,41.2,19.6,-2.9
2019-01-16T21:40:00+02:00,-2,42.1,19.6,-2.9
2019-01-16T21:45:00+02:00,-2.1,40,19.6,-2.9
2019-01-16T21:50:00+02:00,-2,40.7,19.5,-2.2
2019-01-16T21:55:00+02:00,-2,40.5,19.5,-2.9
2019-01-16T22:00:00+02:00,-2,41.2,19.5,-2.2
2019-01-16T22:05:00+02:00,-2,41.5,19.6,-2.8
2019-01-16T22:10:00+02:00,-2,38.7,19.6,-3
2019-01-16T22:15:00+02:00,-2.1,39.8,19.6,-2.4
2019-01-16T22:20:00+02:00,-2.1,43.1,19.6,-2.2
2019-01-16T22:25:00+02:00,-2.1,40,19.7,-2.3
2019-01-16T22:30:00+02:00,-2.1,39.9,19.6,-2.4
2019-01-16T22:35:00+02:00,-2.1,40.6,19.6,-2.3
2019-01-16T22:40:00+02:00,-2.1,41,19.7,-2.4
2019-01-16T22:45:00+02:00,-2.1,38.1,19.7,-2.4
2019-01-16T22:50:00+02:00,-2.2,39.2,19.6,-2.6
2019-01-16T22:55:00+02:00,-2.3,40.4,19.6,-3.2
2019-01-16T23:00:00+02:00,-2.5,40.8,19.6,-2.7
2019-01-16T23:05:00+02:00,-2.6,41.1,19.7,-3.6
2019-01-16T23:10:00+02:00,-2.8,41.3,19.7,-3.2
2019-01-16T23:15:00+02:00,-3,36.4,19.6,-4.1
2019-01-16T23:20:00+02:00,-3.2,40.1,19.6,-3.6
2019-01-16T23:25:00+02:00,-3.3,40.8,19.6,-3.7
2019-01-16T23:30:00+02:00,-3.4,41.1,19.6,-3.6
2019-01-16T23:35:00+02:00,-3.4,40.9,19.6,-3.7
2019-01-16T23:40:00+02:00,-3.6,38.1,19.6,-4.4
2019-01-16T23:45:00+02:00,-3.7,40.6,19.6,-4.1
2019-01-16T23:50:00+02:00,-3.9,41.1,19.6,-4.2
2019-01-16T23:55:00+02:00,-4,41.4,19.6,-4.2
2019-01-17T00:00:00+02:00,-4.1,41.6,19.6,-4.4
2019-01-17T00:05:00+02:00,-4.2,38.5,19.6,-4.6
2019-01-17T00:10:00+02:00,-4.2,40.7,19.6,-4.6
2019-01-17T00:15:00+02:00,-4.3,41.1,19.6,-4.7
2019-01-17T00:20:00+02:00,-4.3,40.9,19.6,-4.6
2019-01-17T00:25:00+02:00,-4.4,36.3,19.6,-4.7
