Time,C.MeteoST_bme280,C.Gas_boiler_supply,C.Kitchen_temp,C.MeteoST_ds18b20
2019-01-25T15:50:00+02:00,-2.1,36.1,19.4,-2.1
2019-01-25T15:55:00+02:00,-2.1,37.1,19.5,-2.2
2019-01-25T16:00:00+02:00,-2.1,41.4,19.5,-2.2
2019-01-25T16:05:00+02:00,-2,36.3,19.4,-2.1
2019-01-25T16:10:00+02:00,-2,38,19.4,-2.1
2019-01-25T16:15:00+02:00,-2,38.6,19.4,-2.7
2019-01-25T16:20:00+02:00,-2,38.7,19.4,-2.1
2019-01-25T16:25:00+02:00,-2,39.4,19.4,-2.1
2019-01-25T16:30:00+02:00,-2,39.9,19.4,-2.6
2019-01-25T16:35:00+02:00,-2,34.7,19.4,-2.6
2019-01-25T16:40:00+02:00,-2,38.6,19.4,-2.2
2019-01-25T16:45:00+02:00,-2,39.2,19.5,-2.1
2019-01-25T16:50:00+02:00,-2,36.6,19.5,-2.6
2019-01-25T16:55:00+02:00,-2,38.6,19.5,-2.1
2019-01-25T17:00:00+02:00,-2,39.6,19.4,-2.1
2019-01-25T17:05:00+02:00,-2,39.4,19.5,-2.6
2019-01-25T17:10:00+02:00,-2,39.7,19.6,-2.6
2019-01-25T17:15:00+02:00,-2,39.4,19.6,-2.6
2019-01-25T17:20:00+02:00,-2,40.2,19.6,-2
2019-01-25T17:25:00+02:00,-1.9,37.1,19.6,-1.9
2019-01-25T17:30:00+02:00,-2,39.3,19.3,-2.6
2019-01-25T17:35:00+02:00,-2,40.3,19.2,-2.1
2019-01-25T17:40:00+02:00,-2,34,19.2,-2.1
2019-01-25T17:45:00+02:00,-2,39.4,19.3,-2.1
2019-01-25T17:50:00+02:00,-2.1,39.4,19.6,-2.2
2019-01-25T17:55:00+02:00,-2.1,40,19.5,-2.8
2019-01-25T18:00:00+02:00,-2.2,39.7,19.6,-2.2
2019-01-25T18:05:00+02:00,-2.2,39.6,19.7,-2.3
2019-01-25T18:10:00+02:00,-2.2,39.9,19.8,-2.9
2019-01-25T18:15:00+02:00,-2.2,36,19.8,-2.4
2019-01-25T18:20:00+02:00,-2.2,39.2,19.8,-2.2
2019-01-25T18:25:00+02:00,-2.2,36.3,19.8,-2.8
2019-01-25T18:30:00+02:00,-2.3,38.2,19.7,-2.4
2019-01-25T18:35:00+02:00,-2.3,37.6,19.8,-2.4
2019-01-25T18:40:00+02:00,-2.3,37.5,19.7,-2.9
2019-01-25T18:45:00+02:00,-2.3,36.6,19.6,-2.4
2019-01-25T18:50:00+02:00,-2.4,36.8,19.6,-2.5
2019-01-25T18:55:00+02:00,-2.4,37.6,19.6,-2.4
2019-01-25T19:00:00+02:00,-2.4,37.7,19.7,-2.4
2019-01-25T19:05:00+02:00,-2.4,36.7,19.8,-2.4
2019-01-25T19:10:00+02:00,-2.5,37.9,19.9,-3.1
2019-01-25T19:15:00+02:00,-2.5,38.9,19.9,-2.4
2019-01-25T19:20:00+02:00,-2.5,39.6,19.9,-2.4
2019-01-25T19:25:00+02:00,-2.5,39.3,19.8,-3.3
2019-01-25T19:30:00+02:00,-2.6,34.1,19.9,-2.6
2019-01-25T19:35:00+02:00,-2.7,38.7,19.7,-2.7
2019-01-25T19:40:00+02:00,-2.7,38.4,19.7,-2.7
2019-01-25T19:45:00+02:00,-2.8,39.4,19.6,-2.9
2019-01-25T19:50:00+02:00,-2.8,39.5,19.5,-2.9
2019-01-25T19:55:00+02:00,-2.8,35.9,19.5,-3.6
2019-01-25T20:00:00+02:00,-2.9,39.9,19.5,-3.7
2019-01-25T20:05:00+02:00,-3,36.4,19.5,-3.2
2019-01-25T20:10:00+02:00,-3,39.8,19.5,-3
2019-01-25T20:15:00+02:00,-3.1,36.7,19.4,-3.6
2019-01-25T20:20:00+02:00,-3.1,39.6,19.4,-3.7
2019-01-25T20:25:00+02:00,-3.1,34.1,19.4,-3.2
2019-01-25T20:30:00+02:00,-3.2,39.4,19.3,-3.2
2019-01-25T20:35:00+02:00,-3.3,35.2,19.3,-3.9
2019-01-25T20:40:00+02:00,-3.2,38.2,19.4,-3.3
2019-01-25T20:45:00+02:00,-3.2,38.9,19.5,-3.9
2019-01-25T20:50:00+02:00,-3.3,39.6,19.5,-3.8
2019-01-25T20:55:00+02:00,-3.3,39.9,19.5,-3.4
2019-01-25T21:00:00+02:00,-3.3,40.3,19.5,-3.9
2019-01-25T21:05:00+02:00,-3.3,38.9,19.5,-3.3
2019-01-25T21:10:00+02:00,-3.4,39.9,19.6,-3.6
2019-01-25T21:15:00+02:00,-3.4,37.3,19.6,-4.1
2019-01-25T21:20:00+02:00,-3.4,38.9,19.5,-3.7
2019-01-25T21:25:00+02:00,-3.4,39.4,19.6,-3.5
2019-01-25T21:30:00+02:00,-3.4,38.7,19.6,-4.1
2019-01-25T21:35:00+02:00,-3.4,38.5,19.6,-3.4
2019-01-25T21:40:00+02:00,-3.4,39.9,19.6,-4
2019-01-25T21:45:00+02:00,-3.4,38.1,19.6,-3.5
2019-01-25T21:50:00+02:00,-3.4,38.6,19.6,-3.4
2019-01-25T21:55:00+02:00,-3.4,40,19.6,-3.4
2019-01-25T22:00:00+02:00,-3.4,34.9,19.6,-3.4
2019-01-25T22:05:00+02:00,-3.3,38.7,19.6,-3.4
2019-01-25T22:10:00+02:00,-3.4,39.4,19.6,-4
2019-01-25T22:15:00+02:00,-3.3,35.3,19.6,-3.4
2019-01-25T22:20:00+02:00,-3.3,39.2,19.6,-3.3
2019-01-25T22:25:00+02:00,-3.4,39,19.6,-3.4
2019-01-25T22:30:00+02:00,-3.4,39,19.7,-3.5
2019-01-25T22:35:00+02:00,-3.4,39,19.6,-3.4
2019-01-25T22:40:00+02:00,-3.4,38.9,19.7,-3.3
2019-01-25T22:45:00+02:00,-3.3,40,19.6,-3.4
2019-01-25T22:50:00+02:00,-3.3,36.4,19.6,-3.3
2019-01-25T22:55:00+02:00,-3.3,38.7,19.6,-3.3
2019-01-25T23:00:00+02:00,-3.3,40.1,19.6,-3.4
2019-01-25T23:05:00+02:00,-3.3,34.1,19.6,-3.4
2019-01-25T23:10:00+02:00,-3.4,39.5,19.6,-3.4
2019-01-25T23:15:00+02:00,-3.4,40.1,19.6,-3.5
2019-01-25T23:20:00+02:00,-3.3,34.1,19.6,-3.4
2019-01-25T23:25:00+02:00,-3.4,39,19.6,-3.4
2019-01-25T23:30:00+02:00,-3.4,40.1,19.6,-4.1
2019-01-25T23:35:00+02:00,-3.4,34.9,19.7,-3.4
2019-01-25T23:40:00+02:00,-3.4,46.9,19.7,-4
2019-01-25T23:45:00+02:00,-3.4,43.4,19.8,-3.5
2019-01-25T23:50:00+02:00,-3.4,36.9,19.7,-4
2019-01-25T23:55:00+02:00,-3.4,37.5,19.6,-4.1
2019-01-26T00:00:00+02:00,-3.4,38.4,19.6,-3.4
2019-01-26T00:05:00+02:00,-3.3,39.1,19.6,-3.2
2019-01-26T00:10:00+02:00,-3.3,39.7,19.6,-3.4
2019-01-26T00:15:00+02:00,-3.3,37.9,19.7,-3.4
2019-01-26T00:20:00+02:00,-3.3,37.9,19.7,-3.4
2019-01-26T00:25:00+02:00,-3.3,39.9,19.7,-3.4
2019-01-26T00:30:00+02:00,-3.3,39.7,19.7,-3.9
2019-01-26T00:35:00+02:00,-3.3,34.7,19.7,-3.9
2019-01-26T00:40:00+02:00,-3.2,39.5,19.7,-3.8
2019-01-26T00:45:00+02:00,-3.2,40.1,19.7,-3.2
2019-01-26T00:50:00+02:00,-3.2,34.6,19.7,-3.4
2019-01-26T00:55:00+02:00,-3.2,39.6,19.7,-3.3
2019-01-26T01:00:00+02:00,-3.2,40.2,19.7,-3.2
2019-01-26T01:05:00+02:00,-3.1,35.7,19.7,-3.1
2019-01-26T01:10:00+02:00,-3.1,39.2,19.7,-3.1
2019-01-26T01:15:00+02:00,-3.1,40.1,19.7,-3
2019-01-26T01:20:00+02:00,-3,34.2,19.7,-3.6
2019-01-26T01:25:00+02:00,-3,39.5,19.7,-3.1
2019-01-26T01:30:00+02:00,-3,40.1,19.7,-3.7
2019-01-26T01:35:00+02:00,-3,34,19.7,-3.1
2019-01-26T01:40:00+02:00,-3,39.5,19.7,-3
2019-01-26T01:45:00+02:00,-3,39.6,19.7,-3.6
2019-01-26T01:50:00+02:00,-3,36.4,19.7,-3
2019-01-26T01:55:00+02:00,-3,39,19.6,-3.7
2019-01-26T02:00:00+02:00,-3,39.7,19.7,-3.6
2019-01-26T02:05:00+02:00,-3,37,19.7,-3.1
2019-01-26T02:10:00+02:00,-3,39.5,19.6,-3.1
2019-01-26T02:15:00+02:00,-3,39.6,19.7,-3.1
2019-01-26T02:20:00+02:00,-3,35.9,19.6,-3.1
2019-01-26T02:25:00+02:00,-3,38.9,19.6,-3
2019-01-26T02:30:00+02:00,-3,40.2,19.6,-3.7
2019-01-26T02:35:00+02:00,-3,37.2,19.6,-3
2019-01-26T02:40:00+02:00,-3,39.2,19.7,-3.6
2019-01-26T02:45:00+02:00,-3,40.3,19.7,-3.1
2019-01-26T02:50:00+02:00,-2.9,37.3,19.7,-3
2019-01-26T02:55:00+02:00,-3,39.9,19.7,-3.7
2019-01-26T03:00:00+02:00,-2.9,37.7,19.7,-3
2019-01-26T03:05:00+02:00,-2.9,37.8,19.7,-2.9
2019-01-26T03:10:00+02:00,-2.9,39.9,19.7,-3.7
2019-01-26T03:15:00+02:00,-3,38.3,19.7,-3
2019-01-26T03:20:00+02:00,-2.9,38.3,19.7,-2.9
2019-01-26T03:25:00+02:00,-2.9,39.9,19.7,-2.9
2019-01-26T03:30:00+02:00,-2.9,35.9,19.7,-3
2019-01-26T03:35:00+02:00,-2.9,38.3,19.7,-2.9
2019-01-26T03:40:00+02:00,-2.9,39.9,19.7,-2.9
2019-01-26T03:45:00+02:00,-2.9,39.4,19.7,-2.7
2019-01-26T03:50:00+02:00,-2.9,38.2,19.7,-2.9
2019-01-26T03:55:00+02:00,-2.9,39.2,19.7,-3.1
2019-01-26T04:00:00+02:00,-2.9,35.4,19.7,-2.9
2019-01-26T04:05:00+02:00,-3,39,19.7,-3
2019-01-26T04:10:00+02:00,-3,40,19.7,-3.7
2019-01-26T04:15:00+02:00,-3,35.8,19.7,-3.1
2019-01-26T04:20:00+02:00,-3,39.1,19.6,-3.6
2019-01-26T04:25:00+02:00,-3,39.9,19.7,-2.9
2019-01-26T04:30:00+02:00,-3,34.4,19.7,-3.8
2019-01-26T04:35:00+02:00,-3,38.7,19.6,-3.2
2019-01-26T04:40:00+02:00,-3,39.9,19.7,-3.2
2019-01-26T04:45:00+02:00,-3,33.7,19.6,-3.1
2019-01-26T04:50:00+02:00,-3,39.3,19.6,-3.1
2019-01-26T04:55:00+02:00,-3,39.4,19.6,-3.2
2019-01-26T05:00:00+02:00,-3.1,33.8,19.7,-3
2019-01-26T05:05:00+02:00,-3,39.3,19.7,-3.1
2019-01-26T05:10:00+02:00,-3,40.1,19.7,-3.1
2019-01-26T05:15:00+02:00,-3,35.6,19.7,-3.7
2019-01-26T05:20:00+02:00,-3,39.1,19.7,-3.6
2019-01-26T05:25:00+02:00,-3,40.1,19.7,-3
2019-01-26T05:30:00+02:00,-3,35.1,19.7,-3
2019-01-26T05:35:00+02:00,-3,39,19.6,-3.1
2019-01-26T05:40:00+02:00,-2.9,40.1,19.6,-3
2019-01-26T05:45:00+02:00,-2.9,36.4,19.7,-3.6
2019-01-26T05:50:00+02:00,-2.9,39,19.7,-2.9
2019-01-26T05:55:00+02:00,-2.9,40,19.7,-3
2019-01-26T06:00:00+02:00,-2.9,37.7,19.7,-2.9
2019-01-26T06:05:00+02:00,-2.9,39.2,19.7,-2.9
2019-01-26T06:10:00+02:00,-2.9,40.2,19.7,-2.9
2019-01-26T06:15:00+02:00,-2.9,37.7,19.7,-2.9
2019-01-26T06:20:00+02:00,-2.9,39.8,19.7,-2.9
2019-01-26T06:25:00+02:00,-2.9,39.2,19.7,-2.7
2019-01-26T06:30:00+02:00,-2.9,38.3,19.7,-2.9
2019-01-26T06:35:00+02:00,-2.9,39.2,19.7,-3.5
2019-01-26T06:40:00+02:00,-2.9,39.2,19.7,-2.9
2019-01-26T06:45:00+02:00,-2.9,38.2,19.7,-3.4
2019-01-26T06:50:00+02:00,-2.9,39.8,19.7,-3.1
2019-01-26T06:55:00+02:00,-2.9,37.8,19.7,-3.6
2019-01-26T07:00:00+02:00,-2.9,38.6,19.7,-2.9
2019-01-26T07:05:00+02:00,-2.9,39.4,19.7,-3.6
2019-01-26T07:10:00+02:00,-2.9,35.1,19.7,-3.5
2019-01-26T07:15:00+02:00,-2.9,38.6,19.7,-3
2019-01-26T07:20:00+02:00,-2.9,39.4,19.7,-3
2019-01-26T07:25:00+02:00,-2.9,35.2,19.7,-2.9
2019-01-26T07:30:00+02:00,-2.9,39.2,19.7,-2.9
2019-01-26T07:35:00+02:00,-2.8,40,19.7,-3
2019-01-26T07:40:00+02:00,-2.8,34.1,19.7,-2.9
2019-01-26T07:45:00+02:00,-2.8,39.3,19.7,-2.9
2019-01-26T07:50:00+02:00,-2.8,40.1,19.7,-2.9
2019-01-26T07:55:00+02:00,-2.8,34.7,19.7,-2.7
2019-01-26T08:00:00+02:00,-2.8,39.3,19.7,-3
2019-01-26T08:05:00+02:00,-2.8,40.1,19.7,-2.9
2019-01-26T08:10:00+02:00,-2.8,34.7,19.7,-2.8
2019-01-26T08:15:00+02:00,-2.8,38.8,19.6,-2.9
2019-01-26T08:20:00+02:00,-2.8,40.1,19.7,-2.7
2019-01-26T08:25:00+02:00,-2.7,34.7,19.7,-2.8
2019-01-26T08:30:00+02:00,-2.7,38.8,19.7,-2.8
2019-01-26T08:35:00+02:00,-2.7,40.1,19.7,-2.7
2019-01-26T08:40:00+02:00,-2.7,35.1,19.7,-3.3
2019-01-26T08:45:00+02:00,-2.7,39.5,19.7,-2.7
2019-01-26T08:50:00+02:00,-2.6,40.2,19.7,-2.6
2019-01-26T08:55:00+02:00,-2.5,36.6,19.6,-3.1
2019-01-26T09:00:00+02:00,-2.6,39.1,19.7,-2.7
2019-01-26T09:05:00+02:00,-2.5,38.4,19.7,-2.5
2019-01-26T09:10:00+02:00,-2.5,39.6,19.7,-3.2
2019-01-26T09:15:00+02:00,-2.5,39.4,19.7,-3.1
2019-01-26T09:20:00+02:00,-2.5,39.4,19.8,-2.4
2019-01-26T09:25:00+02:00,-2.5,39.2,19.5,-2.6
2019-01-26T09:30:00+02:00,-2.5,35.9,19.5,-2.5
2019-01-26T09:35:00+02:00,-2.5,39.7,19.5,-2.4
2019-01-26T09:40:00+02:00,-2.4,40,19.4,-3.1
2019-01-26T09:45:00+02:00,-2.4,37.9,19.2,-2.4
2019-01-26T09:50:00+02:00,-2.4,39.5,18.8,-2.9
2019-01-26T09:55:00+02:00,-2.3,39.2,18.6,-2.8
2019-01-26T10:00:00+02:00,-2.3,34.1,18.5,-2.3
2019-01-26T10:05:00+02:00,-2.3,39.1,18.5,-2.3
2019-01-26T10:10:00+02:00,-2.3,39.7,18.5,-2
2019-01-26T10:15:00+02:00,-2.2,38.5,18.6,-2.1
2019-01-26T10:20:00+02:00,-2.2,39.8,18.5,-2.2
2019-01-26T10:25:00+02:00,-2.3,38.6,18.6,-2.3
2019-01-26T10:30:00+02:00,-2.3,38.4,18.6,-2.9
2019-01-26T10:35:00+02:00,-2.3,38.7,18.6,-2.3
2019-01-26T10:40:00+02:00,-2.2,39.9,18.4,-2.8
2019-01-26T10:45:00+02:00,-2.2,33.4,18.7,-2.7
2019-01-26T10:50:00+02:00,-2.2,38.3,18.6,-2.9
2019-01-26T10:55:00+02:00,-2.2,37.6,18.8,-2.1
2019-01-26T11:00:00+02:00,-2.1,37.6,19.1,-2.1
2019-01-26T11:05:00+02:00,-2.1,36.9,19.2,-2.6
2019-01-26T11:10:00+02:00,-2,36.6,19.3,-2
2019-01-26T11:15:00+02:00,-2.1,37.7,19.2,-2
2019-01-26T11:20:00+02:00,-2,38.7,19.3,-2
2019-01-26T11:25:00+02:00,-2,38,19.3,-2.1
2019-01-26T11:30:00+02:00,-2,39.2,19.4,-2.7
2019-01-26T11:35:00+02:00,-2,39.2,19.3,-2.6
2019-01-26T11:40:00+02:00,-1.9,39.4,19.4,-1.9
2019-01-26T11:45:00+02:00,-1.9,35.3,19.4,-1.9
2019-01-26T11:50:00+02:00,-1.9,38.9,19.3,-1.8
2019-01-26T11:55:00+02:00,-1.8,39.3,19.3,-1.9
2019-01-26T12:00:00+02:00,-1.8,39.7,19.3,-1.9
2019-01-26T12:05:00+02:00,-1.7,37.9,19.3,-2.5
2019-01-26T12:10:00+02:00,-1.8,39.4,19.3,-2.4
2019-01-26T12:15:00+02:00,-1.7,39.4,19.2,-1.8
2019-01-26T12:20:00+02:00,-1.6,34,19.2,-1.8
2019-01-26T12:25:00+02:00,-1.6,39,19.3,-1.7
2019-01-26T12:30:00+02:00,-1.6,41.6,19.2,-1.5
2019-01-26T12:35:00+02:00,-1.5,39.4,19.2,-1.6
2019-01-26T12:40:00+02:00,-1.5,39.9,19.3,-1.6
2019-01-26T12:45:00+02:00,-1.5,41.3,19.4,-1.5
2019-01-26T12:50:00+02:00,-1.5,40,19.5,-1.4
2019-01-26T12:55:00+02:00,-1.5,38.6,19.6,-1.4
2019-01-26T13:00:00+02:00,-1.4,45.8,19.6,-2.1
2019-01-26T13:05:00+02:00,-1.4,46.2,19.7,-1.4
2019-01-26T13:10:00+02:00,-1.4,37.6,19.6,-1.9
2019-01-26T13:15:00+02:00,-1.3,37.7,19.6,-1.2
2019-01-26T13:20:00+02:00,-1.3,38.3,19.6,-1.3
2019-01-26T13:25:00+02:00,-1.2,39.1,19.5,-1.1
2019-01-26T13:30:00+02:00,-1.2,39.1,19.5,-1.3
2019-01-26T13:35:00+02:00,-1.2,38.1,19.5,-1.1
2019-01-26T13:40:00+02:00,-1.1,39.7,19.6,-1.1
2019-01-26T13:45:00+02:00,-1.1,40.4,19.6,-1.1
2019-01-26T13:50:00+02:00,-1.1,37.1,19.7,-1.1
2019-01-26T13:55:00+02:00,-1.1,39.1,19.7,-1.6
2019-01-26T14:00:00+02:00,-1,39.6,19.6,-1.7
2019-01-26T14:05:00+02:00,-1.1,39.9,19.8,-1.2
2019-01-26T14:10:00+02:00,-1,40.4,19.9,-0.9
2019-01-26T14:15:00+02:00,-1.1,40.2,19.9,-1.1
2019-01-26T14:20:00+02:00,-1,37.6,19.9,-1
2019-01-26T14:25:00+02:00,-1,38.1,20,-1.1
2019-01-26T14:30:00+02:00,-1,38.8,20,-1.7
2019-01-26T14:35:00+02:00,-1,39.6,20,-1
2019-01-26T14:40:00+02:00,-1,39.3,20,-1.5
2019-01-26T14:45:00+02:00,-1,38.3,19.9,-1
2019-01-26T14:50:00+02:00,-0.9,40.4,19.9,-1.7
2019-01-26T14:55:00+02:00,-0.9,39.8,19.9,-1
2019-01-26T15:00:00+02:00,-1,39.2,19.8,-1.1
2019-01-26T15:05:00+02:00,-1,38.7,19.8,-1
2019-01-26T15:10:00+02:00,-1,40.2,19.9,-1.1
2019-01-26T15:15:00+02:00,-1,34.4,19.8,-1.1
2019-01-26T15:20:00+02:00,-1,39.5,19.8,-1.1
2019-01-26T15:25:00+02:00,-1,40.4,19.5,-1.8
2019-01-26T15:30:00+02:00,-1,38,19.6,-1.1
2019-01-26T15:35:00+02:00,-1,40,19.7,-1.1
2019-01-26T15:40:00+02:00,-1,34.1,19.7,-1.8
2019-01-26T15:45:00+02:00,-1,39.4,19.7,-1.7
2019-01-26T15:50:00+02:00,-1,39.5,19.7,-1.1
2019-01-26T15:55:00+02:00,-1,38.1,19.7,-1.8
2019-01-26T16:00:00+02:00,-1,39.5,19.7,-1.1
2019-01-26T16:05:00+02:00,-1,40.1,19.6,-1.8
2019-01-26T16:10:00+02:00,-1.1,35.4,19.6,-1.1
2019-01-26T16:15:00+02:00,-1.1,39.2,19.6,-1.8
2019-01-26T16:20:00+02:00,-1.1,39.6,19.6,-1.3
2019-01-26T16:25:00+02:00,-1.1,36,19.6,-1.1
2019-01-26T16:30:00+02:00,-1.1,39.6,19.6,-1.9
2019-01-26T16:35:00+02:00,-1.1,36.2,19.6,-1.9
2019-01-26T16:40:00+02:00,-1.1,38.5,19.6,-1.3
2019-01-26T16:45:00+02:00,-1.1,40.1,19.6,-1.9
2019-01-26T16:50:00+02:00,-1.1,37.6,19.5,-1.2
2019-01-26T16:55:00+02:00,-1.1,39.9,19.6,-1.8
2019-01-26T17:00:00+02:00,-1.1,36.3,19.6,-1.3
2019-01-26T17:05:00+02:00,-1.1,39,19.5,-1.2
2019-01-26T17:10:00+02:00,-1.1,38.9,19.1,-1.9
2019-01-26T17:15:00+02:00,-1.2,38.7,19.3,-1.8
2019-01-26T17:20:00+02:00,-1.1,38.6,19.4,-1.1
2019-01-26T17:25:00+02:00,-1.1,38.4,19.5,-1.1
2019-01-26T17:30:00+02:00,-1.1,37.7,19.4,-1.3
2019-01-26T17:35:00+02:00,-1.1,38.7,19.4,-1.9
2019-01-26T17:40:00+02:00,-1.1,36.8,19.4,-1.3
2019-01-26T17:45:00+02:00,-1.1,35,19.3,-1.1
2019-01-26T17:50:00+02:00,-1.1,35.2,19.2,-1.7
2019-01-26T17:55:00+02:00,-1.1,36.4,19,-1.2
2019-01-26T18:00:00+02:00,-1.1,36,19.1,-1.1
2019-01-26T18:05:00+02:00,-1.1,36.6,19.1,-1.8
2019-01-26T18:10:00+02:00,-1.1,37.9,19.1,-1.3
2019-01-26T18:15:00+02:00,-1,36.7,19.1,-1
2019-01-26T18:20:00+02:00,-1,38.2,19.1,-1.2
2019-01-26T18:25:00+02:00,-1,36.4,19.3,-1.8
2019-01-26T18:30:00+02:00,-1,37.3,19.3,-1.2
2019-01-26T18:35:00+02:00,-1,37.3,19.4,-1.1
2019-01-26T18:40:00+02:00,-1,38.7,19.5,-1.1
2019-01-26T18:45:00+02:00,-1,39.6,19.6,-1.8
2019-01-26T18:50:00+02:00,-1,40.1,19.7,-1.1
2019-01-26T18:55:00+02:00,-1,33.6,19.7,-1.2
2019-01-26T19:00:00+02:00,-1,39.5,19.8,-1.1
2019-01-26T19:05:00+02:00,-1,40.1,19.8,-1.2
2019-01-26T19:10:00+02:00,-1,36.9,19.8,-1.2
2019-01-26T19:15:00+02:00,-1,39.8,19.8,-1.1
2019-01-26T19:20:00+02:00,-1,36.9,19.8,-1.1
2019-01-26T19:25:00+02:00,-1,39.6,19.7,-1.1
2019-01-26T19:30:00+02:00,-1,47.9,19.7,-1.3
2019-01-26T19:35:00+02:00,-1,50.1,19.9,-1.1
2019-01-26T19:40:00+02:00,-1,40.4,19.9,-1.2
2019-01-26T19:45:00+02:00,-1,47.6,19.8,-1.1
2019-01-26T19:50:00+02:00,-1,49.9,19.8,-1.8
2019-01-26T19:55:00+02:00,-1,37.6,19.8,-1.1
2019-01-26T20:00:00+02:00,-1,37.2,19.7,-1.1
2019-01-26T20:05:00+02:00,-1,37.5,19.7,-1
2019-01-26T20:10:00+02:00,-1,38.3,19.7,-1.3
2019-01-26T20:15:00+02:00,-1,39.1,19.8,-1.2
2019-01-26T20:20:00+02:00,-1,39.1,19.8,-1.2
2019-01-26T20:25:00+02:00,-1,40,19.8,-1.1
2019-01-26T20:30:00+02:00,-1,37.4,19.9,-1.1
2019-01-26T20:35:00+02:00,-1,39.4,19.8,-1.1
2019-01-26T20:40:00+02:00,-1,38,19.8,-1.2
2019-01-26T20:45:00+02:00,-1.1,38.4,19.9,-1.1
2019-01-26T20:50:00+02:00,-1,39.8,19.9,-1.7
2019-01-26T20:55:00+02:00,-1,36.2,19.9,-1.2
2019-01-26T21:00:00+02:00,-1,31.4,19.9,-1.1
2019-01-26T21:05:00+02:00,-1,37.1,19.9,-1.2
2019-01-26T21:10:00+02:00,-1,43.8,19.8,-1.1
2019-01-26T21:15:00+02:00,-1,49.7,19.7,-1
2019-01-26T21:20:00+02:00,-1,50.3,19.7,-1
2019-01-26T21:25:00+02:00,-1,37.3,19.6,-1.1
2019-01-26T21:30:00+02:00,-1,37.3,19.6,-1.1
2019-01-26T21:35:00+02:00,-1,38.2,19.8,-1.2
2019-01-26T21:40:00+02:00,-1,39,19.8,-1.1
2019-01-26T21:45:00+02:00,-1,39.2,19.9,-1.8
2019-01-26T21:50:00+02:00,-1.1,36.1,20,-1.3
2019-01-26T21:55:00+02:00,-1.1,38.1,20,-1.2
2019-01-26T22:00:00+02:00,-1.1,39,20,-1.3
2019-01-26T22:05:00+02:00,-1.1,39.8,19.9,-1.8
2019-01-26T22:10:00+02:00,-1.1,40.2,19.9,-1.3
2019-01-26T22:15:00+02:00,-1.1,36.4,19.9,-1.3
2019-01-26T22:20:00+02:00,-1.1,39.7,19.9,-1.3
2019-01-26T22:25:00+02:00,-1.1,39.6,19.9,-1.3
2019-01-26T22:30:00+02:00,-1.1,35.6,20,-1.9
2019-01-26T22:35:00+02:00,-1.1,39.1,20,-1.1
2019-01-26T22:40:00+02:00,-1.1,40.2,20,-1.1
2019-01-26T22:45:00+02:00,-1,37.7,20,-1.7
2019-01-26T22:50:00+02:00,-1,39.1,20,-1.2
2019-01-26T22:55:00+02:00,-1,39.1,20,-1.2
2019-01-26T23:00:00+02:00,-1,40.2,20,-1.2
2019-01-26T23:05:00+02:00,-1,39.4,20,-1.8
2019-01-26T23:10:00+02:00,-1,40.3,20,-1.2
2019-01-26T23:15:00+02:00,-1,37.6,20,-1.7
2019-01-26T23:20:00+02:00,-1,39.9,20,-1.8
2019-01-26T23:25:00+02:00,-1,36.9,20,-1.2
2019-01-26T23:30:00+02:00,-1,38.9,20,-1.8
2019-01-26T23:35:00+02:00,-1,39.5,20,-1.2
2019-01-26T23:40:00+02:00,-1,34.5,20,-1.2
2019-01-26T23:45:00+02:00,-1.1,39.3,20,-1.2
2019-01-26T23:50:00+02:00,-1.1,40.2,20,-1.3
2019-01-26T23:55:00+02:00,-1.1,33.7,20,-1.3
2019-01-27T00:00:00+02:00,-1.1,39.7,20,-1.3
2019-01-27T00:05:00+02:00,-1.1,39.8,20,-1.8
2019-01-27T00:10:00+02:00,-1.1,37.5,20,-1.3
2019-01-27T00:15:00+02:00,-1,39.4,20,-1.1
2019-01-27T00:20:00+02:00,-1,40.2,20,-1.8
2019-01-27T00:25:00+02:00,-1,37.9,20,-1.1
2019-01-27T00:30:00+02:00,-1,39.9,20,-1.2
2019-01-27T00:35:00+02:00,-1,35.5,20,-1.2
2019-01-27T00:40:00+02:00,-1,39.1,20,-1.1
2019-01-27T00:45:00+02:00,-1.1,40,20,-1.3
2019-01-27T00:50:00+02:00,-1,34.5,20,-1.2
2019-01-27T00:55:00+02:00,-1.1,38.9,20,-1.1
2019-01-27T01:00:00+02:00,-1,40.3,20,-1.2
2019-01-27T01:05:00+02:00,-1.1,37.4,20,-1.2
2019-01-27T01:10:00+02:00,-1.1,39.7,20,-1.2
2019-01-27T01:15:00+02:00,-1.1,38.3,20,-1.3
2019-01-27T01:20:00+02:00,-1.1,38.6,20,-1.3
2019-01-27T01:25:00+02:00,-1.1,39.4,20,-1.3
2019-01-27T01:30:00+02:00,-1.1,35.6,20.1,-1.3
2019-01-27T01:35:00+02:00,-1.1,39.2,20,-1.3
2019-01-27T01:40:00+02:00,-1.1,40.1,20,-1.2
2019-01-27T01:45:00+02:00,-1.2,34.4,20,-1.9
2019-01-27T01:50:00+02:00,-1.1,39.6,20,-1.3
2019-01-27T01:55:00+02:00,-1.1,39.7,20,-1.9
2019-01-27T02:00:00+02:00,-1.1,36.6,20,-1.8
2019-01-27T02:05:00+02:00,-1.1,39.7,19.9,-1.9
2019-01-27T02:10:00+02:00,-1.1,40.2,20,-1.9
2019-01-27T02:15:00+02:00,-1.2,38.1,19.9,-1.3
